,index,id,text,BIO_anno,class
1365,2870,2870,帮你销户了，就不用5年了，正常的是呆账处理完变成逾期，需要等5年，你这个肯帮你处理，就没了，下个月查征信核实一下...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
1366,2871,2871,要明确一点呆帐和逾期是两个数据项，如果发生逾期，逾期记录还款后保留五年。呆帐是账户状态，银行给你修改销户，上报征信后，第二天就会更新成销户，呆帐就不见了。不...,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
1367,2872,2872,恩那个姐姐说是去帮我做销户不影响我其他银行也不显示征信只是以后可能和他们合作就基本没戏了他的原话就是不知道销户以后有没有逾期记录我看坛里面几个工行的朋...,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-BANK I-BANK O O O O O,2
1368,2873,2873,嗯所以就不知道会不会显示逾期,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
1369,2874,2874,你这个因为是逾期太久形成的呆账，之前我看过好几个老哥的征信，都是呆账，自己去还清之后，那条变成了逾期多少多少个月，要等五年的，银行不肯帮他处理。你这个是肯帮你...,O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1370,2875,2875,嗯嗯谢谢我之前问了会不会影响我征信他说不影响只是不能和他们以后合作了类似内部黑名单吧,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
1371,2876,2876,这个你问清楚，按她说的是直接显示已销户，不再显示呆账或者逾期，所以才说不用5年不会影响别的银行。因为正常情况下，呆账处理完，即便你自己销户，征信也显示卡片逾期...,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
1372,2877,2877,好的只有看到时候怎么显示的吧她说到时候随时找她,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O,2
1373,2878,2878,毛线啊，我也是呆账，然后还款销户，征信上看不到呆账，变成了已销户，有逾期。逾期记录还是在的,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1374,2879,2879,上次看到个征信只有三条信用卡都是已销户，但是近期申请好几个卡都没下。评论区看到是之前呆帐,O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O,2
1375,2880,2880,但是征信报告上面是13000协商只处理了一半,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O,2
1376,2881,2881,那就不知道了??我是前年处理了??征信马上给我改成销户的??今年一月又变回呆账??我又找卡部又改成销户了,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O,2
1377,2882,2882,嗯我看到你的帖子了现在还有影响吗,O O O O O O O O O O O O O O O O,2
1378,2883,2883,反正工商申了几次都拒了??其他行能下卡??能提额,O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT O O O O O,2
1379,2884,2884,我09年的本金一万到现在算了将近十三万，六七年前还了一万二我这个处理难？估计得多少,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1380,2885,2885,我的本金一万零九年的，四年后才邮了个律师函已经算了五万多让我协商，可都说做不了主算多少还多少少一分都不行，后来我又算还了一万二，然后过了半年多又让去又已算下七八...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1381,2886,2886,其实相当于你欠银行的本金已经还完了？,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1382,2887,2887,我没大妈信用卡都出了额度，不过提不出，审批不通过,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
1383,2888,2888,我有信用卡和额度，就是下不了,O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1384,2889,2889,不点想出额度的话，貌似有信用卡也会出,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
1385,2890,2890,字面意思啊??都说查征信了,O O O O O O O O O O O O O,2
1386,2891,2891,借几次了，没提过，借多少借多久都没关系，利息是按天收的，我的2w利息3块左右一天,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1387,2892,2892,我借款期间，那真是人家有水都水不到。还了快一年，提前还了。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2
1388,2893,2893,融e借要么有砖要么有公积金授权才有提，懂不,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1389,2894,2894,你看这么多帖子，你总归能看到两眼，只不过这个盾有点困难，而且很多都收钱。,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
1390,2895,2895,以前几年一直有融E借跟信用卡额度一样，这个月突然没了,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
1391,2896,2896,我信用卡有额度，一直是3k，非常稳定,O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
1392,2897,2897,我也商量了利息一分不减,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
1393,2898,2898,我本金10万，现在4年多快5年了，利息和本金涨到22万多了，不知道现在去协商能不能减免利息啊..你去卡部协商减免利息也不行吗？...,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
1394,2899,2899,本金5W逾期5年连本带利16万多，支行分行省行找遍了，材料递交一大堆，一分没减少，天天计息，够狠够黑,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1395,2900,2900,2016逾期，3万本金现在6万6千多了，前天去协商了，一分不能少。,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
1396,2901,2901,我工行欠八万，六年了，现在让还二十一万多，由于是正式工，把我薪金卡锁了，怎么办？有类似的情况吗？,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,0
1397,2902,2902,我工资卡也被锁了，好烦躁,O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
1398,2903,2903,能换还是早点还吧。。重新重组分期也可以啊。。我这个逾期5年了，连分期都不给了。。只能一次性还款。说是可以减免一点。都不知道多少。让去卡部细谈...,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
1399,2904,2904,我本金10万，现在4年多已经近5年了，利息和本金都涨到2,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O,2
1400,2905,2905,本金5W逾期5年，连利息都超过16万。树枝树枝到处都找遍了,B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,2
1401,2906,2906,3年?应该没问题?他很乐意只还本金?我也是。谈判进展如何？,O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
1402,2907,2907,你的利息比我的多。?我的本金是十万?五年过去了，本息2,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
1403,2908,2908,你忘了最重要的??取现金??然后存起来,O O O O O O O O O O O O O O O O O O O,2
1404,2909,2909,你是直接贷出来到那张卡直接就还了信用卡吧最少要转一手,O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
1405,2910,2910,是的，是的。已经过了2个月了，是不是证明安全了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1406,2911,2911,会，会。?已经两个月了。证明它安全吗？,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
1407,2912,2912,你忘了最重要的事情是取现金存起来,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
1408,2913,2913,刚刚我试了下可以提额了显示在处理中你去试试看我也是宁波的,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,2
1409,2914,2914,成功了没??点提额是不是要查询征信啊我看了下宁波确实放开了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
1410,2915,2915,不用，收到续卡信息打电话提前改地址,O O O O O O B-PRODUCT O O O O O O O O O O,2
1411,2916,2916,工行可以邮寄异地，我刚换的。,B-BANK I-BANK O O O O O O O O O O O O,2
1412,2917,2917,那你都是在外省吗，就是申请地和你现在申请续卡的地方不是一个省。,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O,2
1413,2918,2918,超简单的事，就打电话说你这两个月在出差中。只怕没卡，正常使用，不怕续不了卡。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O O O B-PRODUCT O,2
1414,2919,2919,续卡不是首卡,O O O O B-PRODUCT I-PRODUCT,2
1415,2920,2920,应该问题不大，续卡又不是办卡。我也是外省了，最快的两年后交通到期。,O O O O O O O O B-PRODUCT O O O O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O,2
1416,2921,2921,招商银行信用卡动不动就打电话分期，真烦,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
1417,2922,2922,打电话激活，工行怎么知道你是在本地还是外地？,O O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O O O O O O O O O O O O O O,2
1418,2923,2923,我刚才打客服电话问了。异地续卡是可以的，但是通过手机银行激活。需要有密码器或者u盾。可是这边办理优盾和密码器的条件很高。流水需要几百万才可以。...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
1419,2924,2924,其实很简单啊，邮寄到原来的地方也不要紧，快递员派送的时候让他给你转寄，你转给他快递费就可以了。我已经这样干过很多次了。...,O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
1420,2925,2925,对呀，工商银行信用卡客服给我就是这么说的，异地续卡。激活要来开户行激活。或者用优盾或密码器在网上激活。,O O O B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
1421,2926,2926,你申请授信卡的地方和你续签卡的地方现在是一个省吗？,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2
1422,2927,2927,你们都是外省的吗，也就是你申请续签卡的地方,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
1423,2928,2928,异地应该问题不大。续卡不做卡?我也是外省的，最快的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT O O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1424,2929,2929,没有，收到续费卡信息后提前打电话改地址,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
1425,2930,2930,呼叫激活。工行怎么知道你是本地人还是外地人？,O O B-COMMENTS_N I-COMMENTS_N O B-BANK I-BANK O O O O O O O O O O O O O O O,2
1426,2931,2931,非常方便，没必要，就算改了发卡，线分还是II卡，可以激活手机。,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT O O O O O O O B-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O,1
1427,2932,2932,建行没戏了已经。走线上渺茫,B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
1428,2933,2933,你都十行卡了??建行卡基本无望了,O O O O B-PRODUCT O O O O O B-PRODUCT O O O O O,0
1429,2934,2934,建行第二个，工商第三个。你已经十行了，小贱有些难了，销3-5行再试试吧。,B-BANK I-BANK O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
1430,2935,2935,建行第五，工行第六能下不？,B-BANK I-BANK O O O B-BANK I-BANK O O O O O O,2
1431,2936,2936,我是五卡秒批建行，六卡秒批工行。,O O O B-PRODUCT O O B-BANK I-BANK O O B-PRODUCT O O B-BANK I-BANK O,2
1432,2937,2937,建行很看行数越早下越好建行提额感觉也挺慢,B-BANK I-BANK O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
1433,2938,2938,我工行就是第十行下的卡，老农一直没申请下来，现在销卡准备申请农行,O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK,2
1434,2939,2939,建行第九行，工行十九行,B-BANK I-BANK O O O O B-BANK I-BANK O O O,2
1435,2940,2940,慢慢养呗，招行不换白金基本6万封顶了！,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O O O O O O O O,2
1436,2941,2941,工行19行还能下？,B-BANK I-BANK O O O O O O O,2
1437,2942,2942,建行1~4容易过，工行无所谓,B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
1438,2943,2943,准备第五行试试，过不了就算了，工行准备第六行！,O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
1439,2944,2944,我还没看到下两家银行,O O O O O O O O O O,2
1440,2945,2945,你有十行卡。建行卡基本没救了。,O O O O B-PRODUCT O B-BANK I-BANK B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
1441,2946,2946,工商、广发、中信、光大、华夏，然后建行倒闭卡,B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O O O B-BANK I-BANK O O B-PRODUCT,2
1442,2947,2947,大妈行不光普提还能曲线了吗？,O O O O O O O O O O O O O O,2
1443,2948,2948,工行的额度就像坐过山车,B-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
1444,2949,2949,浦发信用卡可以开通云闪付、苹果支付、华为支付、小米支付支付方式还挺多,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
1445,2950,2950,额度没出，刷5次免年费，销了黑白菜用这个（没实体卡的话）+实体普卡，权益额度可以,B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O,2
1446,2951,2951,工行有这个卡？,B-BANK I-BANK O O O B-PRODUCT O,2
1447,2952,2952,是不是有实体卡，有的话说一声,O O O O O O B-PRODUCT O O O O O O O,2
1448,2953,2953,这实体卡卡当年创了新,O O O B-PRODUCT B-PRODUCT O O O O O,2
1449,2954,2954,短信说正在制卡，不知道有没有实体卡，额度还没出,O O O O O O B-PRODUCT O O O O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O,2
1450,2955,2955,我靠，这张数字有实体卡？真的假的？,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O B-COMMENTS_ADJ O O,2
1451,2956,2956,竟然有实体卡，拿到实体卡告诉我，我也去弄一张，有卡还是放心些,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
1452,2957,2957,这卡有银联通道吗？绑支付宝能刷吗？,O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
1453,2958,2958,人民币和美元双币卡，数字卡没有实体卡，以前的红白菜卡面,O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
1454,2959,2959,老哥，这卡有银联通道吗？只有visa的话在国内用不了啊，visa没有支付牌照，也绑不了微信支付宝吧。,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
1455,2960,2960,可能visa卡是实体卡，我打客服问了，那边说正在制卡,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O,2
1456,2961,2961,老哥，我的这张卡也通过了，在工银e生活数字卡专区直接激活了,O O O O O O O B-PRODUCT O O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O,2
1457,2962,2962,我的也激活了，这个没有实体卡么？为什么我问客服，客服回答正在制卡，请耐心等待，刚才激活了，看进度也没显示卡片激活，跟以前一样显示已开户...,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
1458,2963,2963,老哥，工商银行官网上有这张卡的介绍，上面写着没实体介质，应该就是没有实体卡吧,O O O B-BANK I-BANK I-BANK I-BANK O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O,2
1459,2964,2964,哦，你的这张卡额度多少？用着怎么样？方便么？,O O O O O O B-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
1460,2965,2965,工商的盾确实是太贵，还不如邮局20块,B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,0
1461,2966,2966,广东能给你都不错了，0755基本不给:L,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,1
1462,2967,2967,应该是有的，不给你而已，我是那天去建行和工行换u盾，这些一代u盾都十五六年了现在没用了，去了建行说没货。。。工行本来应该也是可以更新证书就能用的，可是那工行小妹...,O O O O O O O O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O,2
1463,2968,2968,我记得客服曾经说过广东地区暂时没有蓝牙。,O O O O O O O O O O O O O O O O O O O O,2
1464,2969,2969,广州没有蓝牙盾官方客服问了,O O O O O O O O O O O O O,2
1465,2970,2970,这个月还款发现被锁定，93003531不能分期，融易借5万，,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O O O O O,2
1466,2971,2971,浦发银行浦惠久久利率还是不错的哦,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
1467,2972,2972,赶紧申二卡！还有一点点希望！,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O O,2
1468,2973,2973,像他这种情况申2卡的话要申和这张卡同地区的么？,O O O O O O O O B-PRODUCT O O O O O O O B-PRODUCT O O O O O O,2
1469,2974,2974,最好同地区，等一卡降额度以后激活二卡就可以了，好多卡友有发过！,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
1470,2975,2975,调查审批和审批有什么区别，征信查询过多，还送了两条。唉,O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
1471,2976,2976,调查审批，应该是查你的流水，你的首付是否合规，审阅你的资料是否合规，然后才到审批，看征信,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT,2
1472,2977,2977,你在乎征信还是在乎那房贷，养征信不就是为了房贷。。。,O O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT O O O,2
1473,2978,2978,今天看进度都是，提额应该很快了,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
1474,2979,2979,真有这种操作？我试了三张实体没过，放弃了。房子下来了，征信无所谓了，如果可以愿意一试。楼主是钱借出来在申卡？...,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
1475,2980,2980,一方面是过半年了一方面你可以试下clear秒批共享无界然后我接着申请的故宫接着授权了融e借第二天借出来今天看故宫批了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
1476,2981,2981,一方面是过半年了一方面你可以试下clear秒批共享无界然后我接着申请的故宫接着授权了融e借第二天借出来今天看故宫批了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
1477,2982,2982,一方面是过半年了一方面你可以试下clear秒批共享无界然后我接着申请的故宫接着授权了融e借第二天借出来今天看故宫批了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
